V1,V2
1,"2018年5月7日北京市住房和城乡建设委员会对你单位施工的位于房山区阎村镇燕东路北的生产车间等5项（新建标准厂房及配套附属用房）工程进行了日常巡查（双随机），经本机关立案调查，查明你单位存在以下违法事实：该工程外墙保温采用100mm厚石墨聚苯板，《建筑设计说明（二）》（图号：建-02）第16.7条中规定100mm厚石墨聚苯板的容重为20Kg/m3，实际材料进场后，施工单位对材料进行了复试，复试结果材料的容重为18.7 Kg/m3，与施工图设计文件规定不符；该工程屋面保温采用80mm厚挤塑聚苯板，《建筑设计说明（二）》（图号：建-02）第16.7条中要求80mm厚挤塑聚苯板的容重为32Kg/m3，实际材料进场后，施工单位对材料进行了复试，复试结果材料的容重为30.2 Kg/m3，与施工图设计文件规定不符；《建筑设计说明（二）》（图号：建-02）中对外墙保温石墨聚苯板面层做法要求为：“抹5厚DP砂浆，中间压入一层耐碱玻纤网格布（抹15厚DBI砂浆）”，实际现场南立面大门东侧石墨聚苯板外墙保温板材面层未按照施工图设计文件要求抹5㎜厚DP砂浆，与施工图设计文件规定不符。施工单位上述行为属于不按照施工图设计文件施工的行为。
"
0,对医师未取得处方权或者被取消处方权后开具药品处方；未按照本办法规定开具药品处方的处罚
1,"奥来国信（北京）检测技术有限公司受北京市建设工程安全质量监督总站的委托，于2017年5月9日对位于北京市房山区拱辰街道梨树北18号的北京清新腾飞物资有限公司用于预拌混凝土生产的原材料质量进行抽样检测，现场抽取北京清新腾飞物资有限公司正在使用的天然砂一组进行检验。北京市住房和城乡建设委员会执法人员于2017年8月1日收到奥来国信（北京）检测技术有限公司2017年5月17日出具的，委托编号为2017-045707的砂试验报告。报告结论为“依据JGJ52-2006标准，所检项目中颗粒级配不符合级配要求，所检项目中含泥量、泥块含量不符合C55普通混凝土用砂指标要求。该砂子属Ⅱ区中砂，细度模数3.0。用于C55强度混凝土。” 根据《普通混凝土用砂、石质量及检验方法标准》（JGJ52-2006）第3.1.2条中表3.1.2-2的规定，颗粒级配不符合级配要求。根据第3.1条中表3.1.3及表3.1.4的规定，C30～C55混凝土原材料中天然砂中含泥量应不超过3.0%，泥块含量应不超过1.0%，C60混凝土原材料中天然砂中含泥量应不超过2.0%，泥块含量应不超过0.5%。该企业所使用的天然砂含泥量实际检测数值为3.9%，泥块含量实际检测数值为2.5%，不符合C30～C55及C60混凝土指标要求。
"
0,对药品零售企业未按照规定的要求凭处方销售处方药的处罚
0,对拒绝、阻碍能源计量监督检查的处罚
0,对进口或销售未经国务院计量行政部门型式批准的计量器具的的处罚
1,"施工的北京地铁16号线工程土建施工12合同段防水工程存在：1号外挂厅防水施工用脚手架脚手板固定不牢固，有探头板。施工单位上述行为不符合《建设工程施工现场安全防护、场容卫生及消防保卫标准》（DB11/945-2012）中第2.4.18条的规定。属于未严格按照建筑业安全作业规程或者标准进行施工，造成事故隐患
"
1,"在14#住宅楼等7项（朝阳区东坝南区1106-657地块住宅混合公建用地（配建“限价商品住房”）项目）中，违反规定使用2名零散民工
"
0,对经营者向未成年人出售烟酒或者未设置禁止未成年人购买烟酒警示标志的处罚
1,"2018年3月30日，北京市住房和城乡建设委员会对你单位提供起重机械设备的位于房山区阎村镇的04-0016地块1#楼等11项（房山区阎村镇04街区04-0005等地块综合性商业金融服务业、二类居住及体育用地（配建“限价商品住房”）项目）进行了建筑起重机械安全专项执法检查。经本机关立案调查，查明你单位存在以下违法事实：该工程施工现场登记编号为京FT-T45800的塔式起重机由北京吉安建筑机械租赁有限公司出租，北京吉安建筑机械租赁有限公司按照《建筑起重机械安全监督管理规定》第九条第一款的要求为登记编号为该塔式起重机建立了建筑起重机械安全技术档案，该塔式起重机在2018年1月处于在用状态。按照《北京市建筑起重机械安全监督管理规定》第五条第（五）项的要求：“本市起重机械出租单位和自购起重机械的使用单位（以下简称‘产权单位’）应当履行下列安全职责：（五）组织专业技术人员按照安全技术标准及有关要求，每月至少对起重机械完好状况进行一次全面的检查，确保起重机械的状况完好，并填写‘起重机械定期检查记录’，相关责任人员签字、盖章；产权单位应将‘起重机械定期检查记录’交使用单位、施工总承包单位备案。”但北京吉安建筑机械租赁有限公司在2018年1月份未对登记编号为京FT-T45800的塔式起重机进行检查，未填写“起重机械定期检查记录”，京FT-T45800的塔式起重机的建筑起重机械安全技术档案中缺少2018年1月份的定期自行检查记录。产权单位上述行为违反了《建筑起重机械安全监督管理规定》第九条第二款第（二）项的规定：“建筑起重机械安全技术档案应当包括以下资料：（二）定期检验报告、定期自行检查记录、定期维护保养记录、维修和技术改造记录、运行故障和生产安全事故记录、累计运转记录等运行资料；”属于未按照规定建立建筑起重机械安全技术档案的行为，产权单位北京吉安建筑机械租赁有限公司对上述违法事实予以承认。
"
1,"北京天泰置地房地产经纪有限公司在没有经委托人书面同意的情况下，通过贝壳找房网站（https://bj.ke.com/）擅自对外发布了一条“合租 ·马家堡西里小区 2室1厅”的出租房源信息。
"
0,对未按城市环境卫生设施标准修建公共卫生设施致使垃圾、粪便、污水不能进行无害化处理的处罚
1,"在位于顺义区张镇的1#实验厂房等2项及地下室（智能特超高压直流输电设备及关键部件研发中心项目）工程施工过程中，劳务分包单位北京东阳德信建筑劳务有限公司未按照合同约定为钢筋工配备保护足趾的安全鞋，不符合《建筑施工作业劳动防护用品配备及使用标准》（JGJ184-2009）第3.0.13条的规定，劳务分包施工单位未向作业人员提供安全防护用具和安全防护服装
"
1,"通过2018年12月3日对生产厂房（生产车间建设项目）进行现场检查和2018年12月25日对当事人中国大连国际经济技术合作集团有限公司的委托代理人郭长泰和专职安全生产管理人员吴岳的询问，以及调取有关资料，查明该工程位于大兴区广茂大街，建设单位为北京天地兴业科技有限责任公司，监理单位为北京中建协工程咨询有限公司，施工单位为中国大连国际经济技术合作集团有限公司。施工单位中国大连国际经济技术合作集团有限公司在施工中存在以下问题：1、裙楼西侧的落地脚手架卸料平台采用落地式钢管脚手架搭设，脚手架外排立杆采用单立杆，不符合《生产厂房（生产车间建设项目）卸料平台（落地+悬挑）专项施工方案》第4.1条关于外排立杆采用双立杆的要求。2、裙楼西侧的落地脚手架卸料平台采用落地式钢管脚手架搭设，脚手架立杆横纵距均为1.0m，不符合《生产厂房（生产车间建设项目）卸料平台（落地+悬挑）专项施工方案》第4.1条关于脚手架立杆横纵距采用0.8m的要求。3、裙楼西侧的落地脚手架卸料平台采用落地式钢管脚手架搭设，脚手架水平杆步距为1.5m，不符合《生产厂房（生产车间建设项目）卸料平台（落地+悬挑）专项施工方案》第4.1条关于脚手架水平杆步距采用1.2m的要求。4、主楼悬挑式脚手架设置在地上3层至6层楼板，悬挑式脚手架南北两侧的连墙件仅拉结在主楼框架柱上，主楼地上3层至5层3轴至15轴的框架柱间距均为7.70米，即主楼悬挑式脚手架南立面及北立面3轴至15轴间的连墙件水平间距为7.70米，不符合《生产厂房（生产车间建设项目）悬挑脚手架施工方案》第3.2条第3项关于悬挑脚手架连墙件水平距离为4.50米的要求。依据《住房城乡建设部办公厅关于实施有关问题的通知》（建办质[2018]31号）的附件1第四条第（五）项，卸料平台工程属于危险性较大的分部分项工程。依据《住房城乡建设部办公厅关于实施有关问题的通知》（建办质[2018]31号）的附件1第四条第（三）项，悬挑式脚手架工程属于危险性较大的分部分项工程。认定中国大连国际经济技术合作集团有限公司未严格按照专项施工方案组织施工，不存在从轻从重情节，违法事实清楚，证据确实、充分，当事人对违法事实予以认可。
"
1,"北京市住房和城乡建设委员会通过2018年4月24日对乾日安全科技(北京)有限公司施工的3#棚户区改造定向安置房等8项（朝阳区来广营乡动感花园二类居住用地棚户区改造安置房项目）工程进行现场检查和2018年5月4日对当事人乾日安全科技(北京)有限公司的委托代理人韩磊的询问，以及调取有关资料，查明3#棚户区改造定向安置房等8项（朝阳区来广营乡动感花园二类居住用地棚户区改造安置房项目）位于朝阳区来广营乡来广营村(来广营)，建设单位为北京城建投资发展股份有限公司，监理单位为北京华城建设监理有限责任公司，施工总承包单位为北京城建六建设集团有限公司，附着式升降脚手架专业分包单位为乾日安全科技(北京)有限公司。3#棚户区改造定向安置房等8项（朝阳区来广营乡动感花园二类居住用地棚户区改造安置房项目）于2017年6月19日开工建设，剪力墙结构，建筑面积73907.02平方米，现场检查时正在进行主体结构施工。该工程施工单位在施工过程中存在以下隐患：1.4#楼附着式升降脚手架24机位附近架体主节点处未设置横向水平杆，不符合《建设工程施工现场安全防护、场容卫生及消防保卫标准》（DB11/945-2012）第2.4.11条（强制性条文）；2.4#楼附着式升降脚手架24机位处水平悬挑长度2.13m，不符合《建筑施工工具式脚手架安全技术规范》（JGJ202-2010）第4.4.2.4条（强制性条文）。认定施工单位乾日安全科技(北京)有限公司未严格按照建筑业安全作业标准进行施工，造成事故隐患，违法事实清楚，情节严重，证据确实、充分，当事人对违法事实予以认可。
"
1,"2018年9月17日，北京市住房和城乡建设委员会对你单位北京世纪鸿源房地产经纪有限公司在58同城网站（http://bj.58.com）发布的房源信息进行核查时发现，你单位北京世纪鸿源房地产经纪有限公司未经委托人书面同意，擅自对外发布内容为“（单间出租）育新花园出门步行育新地铁站 龙旗购物中心 二十一世纪大厦”的租赁房源信息。
"
0,对未经批准从事直销活动的处罚
0,对再生资源回收经营者未在取得营业执照后或变更之日起30日内向商务主管部门办理备案或变更手续的处罚
0,对用能单位未按照规定配备、使用能源计量器具经责令限期改正逾期未改正行为的处罚
0,对未依法取得排污许可证排放大气污染物或者超过大气污染物排放标准或者超过重点大气污染物排放总量控制指标排放大气污染物，通过逃避监管的方式排放大气污染物的处罚
1,"2019年中国北京世界园艺博览会场馆（国际馆）工程由北京世界园艺博览会事务协调局建设、北京中联环建设工程管理有限公司监理、北京市第五建筑工程集团有限公司总承包施工，地基基础工程分包施工单位为北京城建勘测设计研究院有限责任公司，该工程建筑面积为22000平方米，地基基础工程于2017年8月15日开工建设，目前正在进行地下基础施工。刘利锋担任该工程施工总承包单位生产经理，为该工程单位直接负责的主管人员，无其他直接责任人。
"
0,对眼镜制配者配备的计量器具没有制造计量器具许可证标志、编号、产品合格证；进口计量器具不符合《中华人民共和国进口计量器具监督管理办法》有关规定的处罚
0,对放射工作单位未给从事放射工作的人员办理《放射工作人员证》的处罚
0,对煤炭、石油、天然气开发单位未取得《排污许可证》排污或者超标排放污染物的处罚
0,对用人单位、人才中介服务机构、广告发布者发布虚假人才招聘广告的处罚
1,"在位于顺义区顺义新城第16街区的教学楼（北京工业大学耿丹学院教学楼建设工程项目）工程施工过程中，屋面楼梯出口东侧临边未设置防护栏杆，不符合《建设工程施工现场安全防护、场容卫生及消防保卫标准》（DB11/945-2012）第2.7.1条的规定。上述施工单位未严格按照建筑业安全作业标准进行施工，造成事故隐患
"
0,对扣缴义务人违规保管、报送代扣代缴、代收代缴税收票证及有关资料的，违规开具税收票证的处罚
0,对生产、进口、销售不符合强制性能源效率标准的用能产品、设备行为的处罚
1,"2018年4月17日上午，北京市住房和城乡建设委员会在位于北京市朝阳区亮马桥路50号的北京燕莎中心凯宾斯基饭店改造项目消防工程的执法检查中发现，项目经理注册建造师彭威未在工程的监理通知回复单签字确认,涉嫌不履行注册建造师义务。北京市住房和城乡建设委员会于2018年4月17日立案并开展调查取证。通过2018年4月25日对当事人彭威的委托代理人张德静的询问，以及调取有关资料，查明，北京中联行消防工程有限责任公司于2017年6月23日承揽了北京燕莎中心凯宾斯基饭店改造项目消防工程，并任命一级注册建造师彭威为该工程的项目经理，在该项工程中履行项目经理的职责。自工程开工后，彭威未在工程的监理通知回复单签字确认，存在不履行注册建造师义务的行为。彭威在该工程中未获得违法所得，本案无其他从轻或从重情节。
"
0,对石油开发单位将废水外排的处罚
1,"在位于顺义区新城第28街区的B1#职工倒班宿舍楼等3项和B2#职工倒班宿舍楼等4项（顺义区天竺镇SY00-0028-6001、6002地块F3其他类多功能用地项目）基坑降水及支护分包工程施工过程中，基坑南侧，控制水泵的电缆线路沿地面眀敷，未采取有效保护措施，不符合《建设工程施工现场安全防护、场容卫生及消防保卫标准》（DB11/945-2012）第2.10.6条的规定。上述施工单位未严格按照建筑业安全作业标准进行施工，造成事故隐患
"
1,"北京天源建筑工程有限责任公司的上述行为属于未严格按照建筑业安全作业规程进行施工，造成事故隐患的行为，违反了《北京市建设工程施工现场管理办法》第十三条第一款的规定，存在2项安全隐患，且存在1项违反强制性条文的安全隐患，情节严重。
"
1,"同委托人就通州区张家湾镇张湾村西五期3幢451签订委托书，为禁止交易的房屋提供经纪服务的行为
"
